company_id,billing_month,industry,region,company_size,subscription_tier,contract_type,seats_purchased,active_users,support_tickets,feature_usage_score,account_health_score,tenure_months,mrr,churn,customer_status
CUST-00012,2024-03-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,17,6,49,30,17,3516.48,0,Active
CUST-00012,2024-04-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,26,3,75,54,18,4007.6,0,Active
CUST-00012,2024-05-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,24,1,70,52,19,4298.81,0,Active
CUST-00012,2024-06-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,21,4,61,42,20,3805.07,0,Active
CUST-00012,2024-07-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,21,5,61,40,21,3858.71,0,Active
CUST-00012,2024-08-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,14,3,40,27,22,3219.85,0,Active
CUST-00012,2024-09-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,23,4,67,46,23,4077.04,0,Active
CUST-00012,2024-10-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,17,4,50,33,24,3541.9,0,Active
CUST-00012,2024-11-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,21,6,62,40,25,3878.15,0,Active
CUST-00012,2024-12-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,13,13,39,14,26,3276.0,0,Active
CUST-00012,2025-01-01,Logistics,Asia Pacific,Small Business,Gold,Annual,51,20,8,59,35,27,3692.99,1,Churned
CUST-00013,2024-01-01,Finance,North America,Small Business,Bronze,Monthly,45,22,2,48,38,2,894.97,0,Active
CUST-00013,2024-02-01,Finance,North America,Small Business,Bronze,Monthly,45,24,2,54,43,3,968.33,0,Active
CUST-00013,2024-03-01,Finance,North America,Small Business,Bronze,Monthly,45,23,1,51,42,4,872.87,0,Active
CUST-00013,2024-04-01,Finance,North America,Small Business,Bronze,Monthly,45,19,2,43,33,5,792.99,0,Active
CUST-00013,2024-05-01,Finance,North America,Small Business,Bronze,Monthly,45,27,3,59,46,6,960.22,0,Active
CUST-00013,2024-06-01,Finance,North America,Small Business,Bronze,Monthly,45,26,0,58,49,7,895.28,0,Active
CUST-00013,2024-07-01,Finance,North America,Small Business,Bronze,Monthly,45,24,4,54,40,8,939.01,0,Active
CUST-00013,2024-08-01,Finance,North America,Small Business,Bronze,Monthly,45,17,4,37,26,9,764.1,0,Active
CUST-00013,2024-09-01,Finance,North America,Small Business,Bronze,Monthly,45,20,3,45,34,10,797.92,0,Active
CUST-00013,2024-10-01,Finance,North America,Small Business,Bronze,Monthly,45,21,2,46,36,11,885.09,1,Churned
CUST-00014,2024-01-01,Technology,Asia Pacific,Small Business,Bronze,Annual,70,22,2,30,23,10,824.79,0,Active
CUST-00014,2024-02-01,Technology,Asia Pacific,Small Business,Bronze,Annual,70,35,3,48,37,11,1261.14,0,Active
CUST-00014,2024-03-01,Technology,Asia Pacific,Small Business,Bronze,Annual,70,44,5,60,45,12,1438.06,1,Churned
CUST-00015,2024-01-01,Logistics,Latin America,Small Business,Silver,Annual,23,9,6,63,40,7,1373.68,1,Churned
CUST-00016,2024-01-01,Professional Services,Europe,Mid Market,Silver,Annual,250,140,3,68,51,12,7633.92,0,Active
CUST-00016,2024-02-01,Professional Services,Europe,Mid Market,Silver,Annual,250,128,1,62,48,13,6324.84,0,Active
CUST-00016,2024-03-01,Professional Services,Europe,Mid Market,Silver,Annual,250,169,1,82,64,14,8282.33,0,Active
CUST-00016,2024-04-01,Professional Services,Europe,Mid Market,Silver,Annual,250,115,0,56,45,15,6043.23,0,Active
CUST-00016,2024-05-01,Professional Services,Europe,Mid Market,Silver,Annual,250,134,2,65,50,16,6496.98,0,Active
CUST-00016,2024-06-01,Professional Services,Europe,Mid Market,Silver,Annual,250,134,3,65,48,17,7464.81,0,Active
CUST-00016,2024-07-01,Professional Services,Europe,Mid Market,Silver,Annual,250,132,1,64,50,18,6732.29,0,Active
CUST-00016,2024-08-01,Professional Services,Europe,Mid Market,Silver,Annual,250,117,1,57,44,19,5718.11,0,Active
CUST-00016,2024-09-01,Professional Services,Europe,Mid Market,Silver,Annual,250,119,1,58,45,20,6352.35,0,Active
CUST-00016,2024-10-01,Professional Services,Europe,Mid Market,Silver,Annual,250,119,4,58,41,21,6378.04,0,Active
CUST-00016,2024-11-01,Professional Services,Europe,Mid Market,Silver,Annual,250,109,1,53,41,22,5381.82,0,Active
CUST-00016,2024-12-01,Professional Services,Europe,Mid Market,Silver,Annual,250,103,3,50,36,23,5096.7,0,Active
CUST-00016,2025-01-01,Professional Services,Europe,Mid Market,Silver,Annual,250,119,0,58,46,24,6649.8,0,Active
CUST-00016,2025-02-01,Professional Services,Europe,Mid Market,Silver,Annual,250,64,11,31,11,25,3679.61,0,Active
CUST-00016,2025-03-01,Professional Services,Europe,Mid Market,Silver,Annual,250,111,3,54,39,26,6196.77,0,Active
CUST-00016,2025-04-01,Professional Services,Europe,Mid Market,Silver,Annual,250,136,0,66,53,27,7083.1,0,Active
CUST-00016,2025-05-01,Professional Services,Europe,Mid Market,Silver,Annual,250,82,1,40,31,28,4499.45,1,Churned
CUST-00017,2024-01-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,32,0,53,42,15,2503.7,0,Active
CUST-00017,2024-02-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,0,58,46,16,2507.54,0,Active
CUST-00017,2024-03-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,0,58,46,17,2622.13,0,Active
CUST-00017,2024-04-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,33,2,54,41,18,2454.95,0,Active
CUST-00017,2024-05-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,3,57,42,19,2591.74,0,Active
CUST-00017,2024-06-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,42,2,68,52,20,2988.03,0,Active
CUST-00017,2024-07-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,42,1,68,54,21,3006.05,0,Active
CUST-00017,2024-08-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,33,0,54,43,22,2442.88,0,Active
CUST-00017,2024-09-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,2,57,43,23,2620.97,0,Active
CUST-00017,2024-10-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,1,58,45,24,2289.88,0,Active
CUST-00017,2024-11-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,2,58,44,25,2326.57,0,Active
CUST-00017,2024-12-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,27,0,45,36,26,2142.74,0,Active
CUST-00017,2025-01-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,34,2,55,42,27,2263.77,0,Active
CUST-00017,2025-02-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,48,3,79,60,28,3050.46,0,Active
CUST-00017,2025-03-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,35,2,57,43,29,2521.79,0,Active
CUST-00017,2025-04-01,Manufacturing,Asia Pacific,Small Business,Silver,Monthly,72,37,1,60,47,30,2503.7,1,Churned
CUST-00018,2024-01-01,Retail,Europe,Small Business,Gold,Monthly,24,7,3,45,30,12,2778.24,0,Active
CUST-00018,2024-02-01,Retail,Europe,Small Business,Gold,Monthly,24,12,4,70,49,13,3320.43,0,Active
CUST-00018,2024-03-01,Retail,Europe,Small Business,Gold,Monthly,24,12,3,73,52,14,3032.14,0,Active
CUST-00018,2024-04-01,Retail,Europe,Small Business,Gold,Monthly,24,11,4,66,46,15,3107.28,0,Active
CUST-00018,2024-05-01,Retail,Europe,Small Business,Gold,Monthly,24,12,5,71,49,16,2922.7,0,Active
CUST-00018,2024-06-01,Retail,Europe,Small Business,Gold,Monthly,24,13,5,75,52,17,3430.27,0,Active
CUST-00018,2024-07-01,Retail,Europe,Small Business,Gold,Monthly,24,11,7,64,41,18,2937.41,0,Active
CUST-00018,2024-08-01,Retail,Europe,Small Business,Gold,Monthly,24,13,5,74,51,19,3423.71,0,Active
CUST-00018,2024-09-01,Retail,Europe,Small Business,Gold,Monthly,24,11,5,67,45,20,3026.32,0,Active
CUST-00018,2024-10-01,Retail,Europe,Small Business,Gold,Monthly,24,11,4,67,46,21,2869.82,0,Active
CUST-00018,2024-11-01,Retail,Europe,Small Business,Gold,Monthly,24,8,5,51,32,22,2688.7,1,Churned
CUST-00019,2024-01-01,Technology,Asia Pacific,Small Business,Silver,Annual,53,19,0,41,33,15,1763.75,0,Active
CUST-00019,2024-02-01,Technology,Asia Pacific,Small Business,Silver,Annual,53,24,2,51,39,16,1982.29,1,Churned
CUST-00020,2024-01-01,Finance,Europe,Small Business,Silver,Monthly,59,47,1,65,57,7,2788.26,0,Active
CUST-00020,2024-02-01,Finance,Europe,Small Business,Silver,Monthly,59,26,7,36,24,8,2133.8,0,Active
CUST-00020,2024-03-01,Finance,Europe,Small Business,Silver,Monthly,59,45,3,62,52,9,3126.68,0,Active
CUST-00020,2024-04-01,Finance,Europe,Small Business,Silver,Monthly,59,47,2,64,55,10,3087.95,0,Active
CUST-00020,2024-05-01,Finance,Europe,Small Business,Silver,Monthly,59,50,4,69,57,11,3234.47,0,Active
CUST-00020,2024-06-01,Finance,Europe,Small Business,Silver,Monthly,59,41,3,57,47,12,2764.54,1,Churned
CUST-00021,2024-01-01,Professional Services,Asia Pacific,Mid Market,Silver,Monthly,172,32,10,21,5,17,2349.97,0,Active
CUST-00021,2024-02-01,Professional Services,Asia Pacific,Mid Market,Silver,Monthly,172,114,3,74,57,18,6050.49,0,Active
CUST-00021,2024-03-01,Professional Services,Asia Pacific,Mid Market,Silver,Monthly,172,68,2,44,33,19,3946.81,1,Churned
CUST-00022,2024-01-01,Education,Europe,Small Business,Bronze,Monthly,37,8,8,24,10,16,523.47,1,Churned
CUST-00023,2024-01-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,36,1,67,55,13,2564.75,0,Active
CUST-00023,2024-02-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,34,2,63,51,14,2539.07,0,Active
CUST-00023,2024-03-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,32,0,59,50,15,2386.37,0,Active
CUST-00023,2024-04-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,39,1,71,59,16,2809.12,0,Active
CUST-00023,2024-05-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,39,1,71,59,17,2695.13,0,Active
CUST-00023,2024-06-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,39,1,72,60,18,2614.35,0,Active
CUST-00023,2024-07-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,35,0,65,55,19,2318.23,0,Active
CUST-00023,2024-08-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,35,1,64,53,20,2310.92,0,Active
CUST-00023,2024-09-01,Logistics,Middle East & Africa,Small Business,Silver,Monthly,54,27,1,49,40,21,2121.45,1,Churned
CUST-00024,2024-01-01,Manufacturing,North America,Mid Market,Bronze,Annual,146,53,6,38,24,3,1518.08,0,Active
CUST-00024,2024-02-01,Manufacturing,North America,Mid Market,Bronze,Annual,146,82,3,59,45,4,2275.12,0,Active
CUST-00024,2024-03-01,Manufacturing,North America,Mid Market,Bronze,Annual,146,78,1,56,45,5,2420.7,1,Churned
CUST-00025,2024-01-01,Retail,Latin America,Small Business,Gold,Monthly,79,36,3,60,43,8,4887.46,0,Active
CUST-00025,2024-02-01,Retail,Latin America,Small Business,Gold,Monthly,79,27,4,45,30,9,4370.94,0,Active
CUST-00025,2024-03-01,Retail,Latin America,Small Business,Gold,Monthly,79,42,4,70,50,10,5896.25,0,Active
CUST-00025,2024-04-01,Retail,Latin America,Small Business,Gold,Monthly,79,41,3,68,50,11,5193.75,0,Active
CUST-00025,2024-05-01,Retail,Latin America,Small Business,Gold,Monthly,79,41,7,68,45,12,5482.25,0,Active
CUST-00025,2024-06-01,Retail,Latin America,Small Business,Gold,Monthly,79,40,2,66,49,13,5084.78,0,Active
CUST-00025,2024-07-01,Retail,Latin America,Small Business,Gold,Monthly,79,42,3,69,51,14,5685.28,0,Active
CUST-00025,2024-08-01,Retail,Latin America,Small Business,Gold,Monthly,79,38,2,63,47,15,5475.39,0,Active
CUST-00025,2024-09-01,Retail,Latin America,Small Business,Gold,Monthly,79,37,2,62,46,16,4997.58,0,Active
CUST-00025,2024-10-01,Retail,Latin America,Small Business,Gold,Monthly,79,35,4,58,41,17,4845.0,0,Active
CUST-00025,2024-11-01,Retail,Latin America,Small Business,Gold,Monthly,79,24,4,41,27,18,4335.91,0,Active
CUST-00025,2024-12-01,Retail,Latin America,Small Business,Gold,Monthly,79,42,0,70,55,19,5485.41,0,Active
CUST-00025,2025-01-01,Retail,Latin America,Small Business,Gold,Monthly,79,36,1,60,46,20,4869.65,0,Active
CUST-00025,2025-02-01,Retail,Latin America,Small Business,Gold,Monthly,79,42,4,70,50,21,5866.34,1,Churned
CUST-00026,2024-01-01,Finance,North America,Mid Market,Bronze,Annual,259,148,3,49,40,10,3842.99,0,Active
CUST-00026,2024-02-01,Finance,North America,Mid Market,Bronze,Annual,259,82,8,27,14,11,2439.28,0,Active
CUST-00026,2024-03-01,Finance,North America,Mid Market,Bronze,Annual,259,82,2,27,21,12,2521.64,0,Active
CUST-00026,2024-04-01,Finance,North America,Mid Market,Bronze,Annual,259,154,1,51,44,13,4332.37,0,Active
CUST-00026,2024-05-01,Finance,North America,Mid Market,Bronze,Annual,259,78,3,26,19,14,2418.43,0,Active
CUST-00026,2024-06-01,Finance,North America,Mid Market,Bronze,Annual,259,136,2,45,37,15,3475.86,0,Active
CUST-00026,2024-07-01,Finance,North America,Mid Market,Bronze,Annual,259,157,0,52,46,16,4541.7,0,Active
CUST-00026,2024-08-01,Finance,North America,Mid Market,Bronze,Annual,259,164,6,54,41,17,4286.14,0,Active
CUST-00026,2024-09-01,Finance,North America,Mid Market,Bronze,Annual,259,115,7,38,25,18,3066.24,0,Active
CUST-00026,2024-10-01,Finance,North America,Mid Market,Bronze,Annual,259,97,13,32,13,19,2578.86,1,Churned
CUST-00027,2024-01-01,Professional Services,North America,Enterprise,Silver,Monthly,343,238,2,64,53,11,11753.36,0,Active
CUST-00027,2024-02-01,Professional Services,North America,Enterprise,Silver,Monthly,343,246,6,66,50,12,12697.42,0,Active
CUST-00027,2024-03-01,Professional Services,North America,Enterprise,Silver,Monthly,343,261,8,70,51,13,13149.88,0,Active
CUST-00027,2024-04-01,Professional Services,North America,Enterprise,Silver,Monthly,343,205,6,55,40,14,10579.25,0,Active
CUST-00027,2024-05-01,Professional Services,North America,Enterprise,Silver,Monthly,343,190,1,51,43,15,8968.15,0,Active
CUST-00027,2024-06-01,Professional Services,North America,Enterprise,Silver,Monthly,343,194,5,52,39,16,8940.96,0,Active
CUST-00027,2024-07-01,Professional Services,North America,Enterprise,Silver,Monthly,343,209,7,56,40,17,10096.37,1,Churned
CUST-00028,2024-01-01,Technology,Europe,Small Business,Bronze,Annual,56,41,2,59,51,13,1364.41,0,Active
CUST-00028,2024-02-01,Technology,Europe,Small Business,Bronze,Annual,56,38,1,55,48,14,1345.93,0,Active
CUST-00028,2024-03-01,Technology,Europe,Small Business,Bronze,Annual,56,40,5,57,46,15,1373.37,0,Active
CUST-00028,2024-04-01,Technology,Europe,Small Business,Bronze,Annual,56,31,4,45,36,16,1144.47,0,Active
CUST-00028,2024-05-01,Technology,Europe,Small Business,Bronze,Annual,56,22,1,32,27,17,812.63,1,Churned
CUST-00029,2024-01-01,Technology,Asia Pacific,Mid Market,Gold,Monthly,187,78,4,67,45,7,8423.22,1,Churned
CUST-00030,2024-01-01,Retail,Asia Pacific,Mid Market,Bronze,Monthly,298,61,8,25,10,15,1870.02,1,Churned
CUST-00031,2024-01-01,Logistics,North America,Small Business,Gold,Annual,70,27,6,58,37,4,4438.76,0,Active
CUST-00031,2024-02-01,Logistics,North America,Small Business,Gold,Annual,70,30,3,65,46,5,4303.81,0,Active
CUST-00031,2024-03-01,Logistics,North America,Small Business,Gold,Annual,70,38,5,81,56,6,5105.67,0,Active
CUST-00031,2024-04-01,Logistics,North America,Small Business,Gold,Annual,70,31,2,66,48,7,4400.14,0,Active
CUST-00031,2024-05-01,Logistics,North America,Small Business,Gold,Annual,70,30,4,64,44,8,4484.94,0,Active
CUST-00031,2024-06-01,Logistics,North America,Small Business,Gold,Annual,70,28,4,61,41,9,4398.14,0,Active
CUST-00031,2024-07-01,Logistics,North America,Small Business,Gold,Annual,70,35,5,75,51,10,5046.26,0,Active
CUST-00031,2024-08-01,Logistics,North America,Small Business,Gold,Annual,70,26,4,57,38,11,3960.46,0,Active
CUST-00031,2024-09-01,Logistics,North America,Small Business,Gold,Annual,70,31,6,67,44,12,4669.04,0,Active
CUST-00031,2024-10-01,Logistics,North America,Small Business,Gold,Annual,70,30,6,65,42,13,4253.61,0,Active
CUST-00031,2024-11-01,Logistics,North America,Small Business,Gold,Annual,70,26,3,57,39,14,4457.76,0,Active
CUST-00031,2024-12-01,Logistics,North America,Small Business,Gold,Annual,70,24,6,52,32,15,3864.85,1,Churned
CUST-00032,2024-01-01,Technology,North America,Small Business,Bronze,Monthly,67,39,2,59,47,16,1323.82,1,Churned
CUST-00033,2024-01-01,Healthcare,Asia Pacific,Small Business,Bronze,Annual,10,5,2,51,40,3,393.26,0,Active
CUST-00033,2024-02-01,Healthcare,Asia Pacific,Small Business,Bronze,Annual,10,6,3,53,43,4,479.32,0,Active
CUST-00033,2024-03-01,Healthcare,Asia Pacific,Small Business,Bronze,Annual,10,5,0,51,43,5,421.4,0,Active
CUST-00033,2024-04-01,Healthcare,Asia Pacific,Small Business,Bronze,Annual,10,6,1,52,45,6,444.42,1,Churned
CUST-00034,2024-01-01,Logistics,North America,Enterprise,Bronze,Annual,921,611,8,55,39,10,14628.66,1,Churned
CUST-00035,2024-01-01,Technology,North America,Small Business,Silver,Monthly,62,32,1,65,50,14,2242.47,0,Active
CUST-00035,2024-02-01,Technology,North America,Small Business,Silver,Monthly,62,26,3,54,39,15,2179.75,0,Active
CUST-00035,2024-03-01,Technology,North America,Small Business,Silver,Monthly,62,31,3,63,46,16,2227.78,0,Active
CUST-00035,2024-04-01,Technology,North America,Small Business,Silver,Monthly,62,33,4,67,48,17,2419.99,0,Active
